排名,代號,名稱,市場,股價日期,當日走勢,成交,漲跌價,漲跌幅,成交張數,面值(元),股本(億),市值(億),成立年數,上市年數,產業別,董事長,總經理
409,1580,新麥,櫃,07/06,    ,177.5,-0.5,-0.28%,74,10,4.85,86.1,33.8,9.6,電機機械,謝順和,呂國宏
410,2704,國賓,市,07/06,    ,23.45,0.05,+0.21%,97,10,36.7,86,54.6,34.7,觀光事業,許育瑞,李昌霖
411,6115,鎰勝,市,07/06,    ,45.8,0.75,+1.66%,637,10,18.8,85.9,30.6,13,電子零組件業,黃子成,方義雄
412,2850,新產,市,07/06,    ,26.9,0,0%,4511,10,31.6,85,54.2,17.1,保險業,吳昕紘,何英蘭
413,8070,長華,市,07/06,    ,132.5,0.5,+0.38%,107,10,6.39,84.6,28.2,9.5,電子通路業,黃嘉能,葉錳溢
414,9905,大華,市,07/06,    ,27.75,0.15,+0.54%,204,10,30.5,84.6,43.6,26.9,其他業,姜靜宜,姜正行
415,1464,得力,市,07/06,    ,30.45,-0.5,-1.62%,1787,10,27.8,84.6,35,20.5,紡織纖維,葉家銘,郭俊雄
416,2841,台開,市,07/06,    ,11.1,-0.05,-0.45%,1439,10,76.1,84.4,53,18.5,建材營造業,邱復生,邱復生
417,1103,嘉泥,市,07/06,    ,10.85,-0.05,-0.46%,153,10,77.5,84.1,62.6,47.6,水泥工業,張剛綸,祁士鉅
418,1903,士紙,市,07/06,    ,32.15,0.05,+0.16%,20,10,26,83.6,57.8,53.6,造紙工業,臺實貿易股份有限公司,陳建昆
419,2401,凌陽,市,07/06,    ,14.1,0,0%,2631,10,59.2,83.5,26.9,17.4,半導體業,黃洲杰,黃洲杰
420,3514,昱晶,市,07/06,    ,16,0.1,+0.63%,1638,10,52.2,83.5,11.9,9.7,光電業,潘文炎,潘文輝
421,8466,美吉吉-KY,市,07/06,    ,126,0,0%,107,10,6.61,83.2,6.7,0.7,其他業,陳本源,姜子華
422,1714,和桐,市,07/06,    ,8.4,0.02,+0.24%,4222,10,98.7,82.9,36.9,25.9,化學工業,楊猷傑,許榮輝/蔡儀桐
423,1558,伸興,市,07/06,    ,136.5,1.5,+1.11%,189,10,6.06,82.7,42.5,2.5,電機機械,林志誠,蔡銘裕
424,9927,泰銘,市,07/06,    ,39.4,0.1,+0.25%,195,10,20.9,82.4,34.4,18.3,其他業,陳豊明,李茂生
425,2851,中再保,市,07/06,    ,14.65,0,0%,44,10,56.2,82.4,49.1,17,保險業,楊誠對,莊忠蒼
426,4763,材料-KY,市,07/06,    ,177,-1.5,-0.84%,100,10,4.65,82.3,2.8,1.7,化學工業,王克璋,王克璋
427,3611,鼎翰,櫃,07/06,    ,212.5,1.5,+0.71%,383,10,3.86,81.9,10.3,8.6,電腦及週邊設備業,王秀亭,王興磊
428,4103,百略,櫃,07/06,    ,74.3,-0.2,-0.27%,12,10,11,81.7,35.7,16.3,生技醫療業,林金源,林金源
429,8473,山林水,市,07/06,    ,61.7,0,0%,99,10,13.2,81.6,13.1,0.8,其他業,郭淑珍,吳人傑
430,3653,健策,市,07/06,    ,76,0.2,+0.26%,1375,10,10.6,80.8,30.3,7.6,電子零組件業,趙宗信,趙永昌
431,8039,台虹,市,07/06,    ,38.75,0.05,+0.13%,472,10,20.8,80.8,19.9,7.6,電子零組件業,孫達汶,孫達汶
432,9924,福興,市,07/06,    ,42.8,0.15,+0.35%,334,10,18.8,80.7,59.6,22.3,其他業,林瑞章,陳建昆
433,8213,志超,市,07/06,    ,29.7,0.3,+1.02%,517,10,27.1,80.6,19.2,7.5,電子零組件業,徐正民,李明熹
434,8255,朋程,櫃,07/06,    ,107,-0.5,-0.47%,660,10,7.49,80.1,18.6,11.2,電機機械,盧明光,吳憲忠
435,1444,力麗,市,07/06,    ,8.36,-0.06,-0.71%,1170,10,95.7,80,38.5,26.9,紡織纖維,郭紹儀,郭紹儀
436,5243,乙盛-KY,市,07/06,    ,46,-0.5,-1.08%,840,10,17.4,79.8,9.1,3.6,光電業,鄭永富,張茂強
437,6182,合晶,櫃,07/06,    ,18.3,0.2,+1.1%,5855,10,43.4,79.4,20,15.1,半導體業,焦平海,陳春霖
438,8105,凌巨,市,07/06,    ,17.95,0.15,+0.84%,1478,10,44.2,79.3,19.6,10.5,光電業,遠藤仁,濮家銓
439,5536,聖暉,櫃,07/06,    ,168,0.5,+0.3%,690,10,4.72,79.2,38.4,6.7,其他電子業,梁進利,梁進利
440,6523,達爾膚,櫃,07/06,    ,172,-3.5,-1.99%,61,10,4.58,78.8,14.3,1.1,生技醫療業,吳奕叡,吳奕叡
441,4736,泰博,櫃,07/06,    ,105.5,1.5,+1.44%,340,10,7.46,78.7,19.2,6.6,生技醫療業,陳朝旺,陳朝旺
442,2505,國揚,市,07/06,    ,13.6,-0.05,-0.37%,51,10,57.7,78.4,45.1,37.6,建材營造業,林子寬,彭邵齡
443,2514,龍邦,市,07/06,    ,15.7,-0.2,-1.26%,44,10,49.9,78.4,29.5,24.8,其他業,林國興,林國興
444,2536,宏普,市,07/06,    ,23.45,-0.15,-0.64%,95,10,33.3,78,28.8,21.3,建材營造業,段津華,段津華
445,3003,健和興,市,07/06,    ,50.1,0.3,+0.6%,1462,10,15.6,78,39.4,15.4,電子零組件業,鄭克彬,鄭景壬
446,2464,盟立,市,07/06,    ,40.55,-0.1,-0.25%,375,10,19.2,77.7,28.4,15.8,其他電子業,孫弘,孫弘
447,3617,碩天,市,07/06,    ,95.3,0.9,+0.95%,61,10,8.1,77.1,20,7.5,其他電子業,郭瑾,何濂洵
448,1460,宏遠,市,07/06,    ,16.35,0,0%,234,10,47.1,77,29.4,22.2,紡織纖維,席家宜,葉清來
449,2031,新光鋼,市,07/06,    ,25.15,-0.45,-1.76%,4699,10,30.6,77,50.5,16.8,鋼鐵工業,粟明德,粟明德
450,2332,友訊,市,07/06,    ,11.7,0,0%,682,10,65.2,76.3,30,22.7,通信網路業,邰中和,魏美玲
451,6139,亞翔,市,07/06,    ,35.1,1.2,+3.54%,1950,10,21.7,76,38.6,13.9,其他電子業,姚祖驤,蔣曉麟
452,6220,岳豐,櫃,07/06,    ,61,0.6,+0.99%,1866,10,12.5,76,33.8,14.5,電子零組件業,葉春榮,林森褔
453,2323,中環,市,07/06,    ,4.03,-0.06,-1.47%,7467,10,188,75.7,38.6,25.4,光電業,翁明顯,翁明顯
454,2731,雄獅,市,07/06,    ,108,2,+1.89%,150,10,7,75.6,40.1,3.8,觀光事業,王文傑,裴信祐
455,9911,櫻花,市,07/06,    ,34.1,0.25,+0.74%,323,10,22.1,75.4,28.7,25,其他業,張永杰,林有土
456,2706,第一店,市,07/06,    ,16.7,-0.15,-0.89%,81,10,45,75.2,48.8,26,觀光事業,顧安生,徐小華
457,9943,好樂迪,市,07/06,    ,50.9,0.6,+1.19%,184,10,14.7,75,24.2,14.9,觀光事業,顏瓊章,鄭景文
458,1447,力鵬,市,07/06,    ,8.19,-0.01,-0.12%,557,10,91.4,74.9,41.9,25.4,紡織纖維,郭紹儀,郭紹儀
459,3049,和鑫,市,07/06,    ,10.15,-0.3,-2.87%,4391,10,73.7,74.8,17.8,14.8,光電業,馬維欣,吳許合
460,4746,台耀,市,07/06,    ,83.7,-0.6,-0.71%,147,10,8.92,74.7,21.5,6.4,生技醫療業,程正禹,程正禹
461,2062,橋椿,市,07/06,    ,45.6,-0.25,-0.55%,484,10,16.4,74.7,33,9.6,其他業,楊慶祺,楊慶祺
462,2314,台揚,市,07/06,    ,34.5,0.35,+1.02%,1664,10,21.5,74.2,34.3,26.9,通信網路業,謝其嘉,顏信介
463,2010,春源,市,07/06,    ,11.4,-0.05,-0.44%,355,10,64.8,73.8,51.5,27.5,鋼鐵工業,李文隆,蔡錫奇
464,4994,傳奇,市,07/06,    ,66.6,-1.2,-1.77%,94,10,11.1,73.7,15.5,3.5,資訊服務業,張峰旗,周俊男
465,5512,力麒,櫃,07/06,    ,9.8,-0.05,-0.51%,838,10,74.4,72.9,24.9,18.6,建材營造業,郭淑珍,郭淑珍
466,8050,廣積,櫃,07/06,    ,60.5,0.4,+0.67%,270,10,12,72.8,17.4,13.7,電腦及週邊設備業,林秋旭,吳玉成
467,3176,基亞,櫃,07/06,    ,52.5,0,0%,228,10,13.9,72.8,17.5,5.6,生技醫療業,張世忠,鄭毓仁
468,3679,新至陞,市,07/06,    ,91.8,1,+1.1%,87,10,7.93,72.8,37,5.8,電子零組件業,陳標福,蔡建勝
469,8163,達方,市,07/06,    ,25.9,0.2,+0.78%,715,10,28,72.5,20.2,9.6,電腦及週邊設備業,蘇開建,蘇開建
470,9926,新海,市,07/06,    ,40.35,0,0%,0,10,18,72.4,51.1,19.2,油電燃氣業,謝榮富,游明俊
471,6278,台表科,市,07/06,    ,24.5,0.15,+0.62%,410,10,29.5,72.4,27.3,6.9,光電業,伍開雲,伍開雲
472,4960,奇美材,市,07/06,    ,14,-0.1,-0.71%,2827,10,51.6,72.2,12.1,5.7,光電業,何昭陽,何昭陽
473,5469,瀚宇博,市,07/06,    ,15.95,-0.15,-0.93%,1010,10,45,71.8,28.3,13.9,電子零組件業,焦佑衡,姜振文
474,6582,申豐,市,07/06,    ,68.9,-0.1,-0.14%,49,10,10.4,71.8,38,0.1,橡膠工業,邱秀瑩,許志民
475,6223,旺矽,櫃,07/06,    ,90.2,1.2,+1.35%,710,10,7.96,71.8,22,14.5,半導體業,葛長林,郭遠明
476,1264,德麥,櫃,07/06,    ,233,-2.5,-1.06%,49,10,3.06,71.4,28,2.2,食品工業,林雪嬌,吳文欽
477,3541,西柏,櫃,07/06,    ,159,-1,-0.62%,74,10,4.48,71.3,26.5,7.5,其他電子業,蔡正義,闕河堯
478,2926,誠品生活,櫃,07/06,    ,150,-1,-0.66%,11,10,4.74,71.1,11.8,4.4,貿易百貨業,吳清友,吳旻潔
479,4912,聯德控股-KY,市,07/06,    ,179.5,3.5,+1.99%,63,10,3.95,71,7.8,2.1,電子零組件業,徐啟峰,徐啟峰
480,2329,華泰,市,07/06,    ,8.79,-0.11,-1.24%,663,10,80.6,70.8,46.1,23.2,半導體業,杜紹堯,董悅明
481,6283,淳安,市,07/06,    ,55.2,-0.6,-1.08%,1021,10,12.8,70.4,21.5,9.5,通信網路業,秦國峰,秦國峰
482,1902,台紙,市,07/06,    ,17.45,0.15,+0.87%,771,10,40.2,70.1,71.2,55.4,造紙工業,許良宇,余美玲
483,2402,毅嘉,市,07/06,    ,20.7,-0.05,-0.24%,1564,10,33.7,69.8,27.7,17.5,電子零組件業,黃秋永,孫永祥
484,3454,晶睿,市,07/06,    ,86.9,0.2,+0.23%,204,10,7.99,69.5,17.4,6,光電業,陳文昌,陳文昌
485,6192,巨路,市,07/06,    ,58.4,-0.5,-0.85%,543,10,11.9,69.3,41.9,12.8,其他電子業,林建國,周行
486,9934,成霖,市,07/06,    ,19.7,-0.1,-0.51%,627,10,35.2,69.3,37.7,16.8,其他業,歐陽明,ANDREW YATES
487,3324,雙鴻,櫃,07/06,    ,86.8,1,+1.17%,1693,10,7.96,69.1,18.9,12.2,其他電子業,林育申,徐健洲
488,2929,淘帝-KY,市,07/06,    ,98,-0.5,-0.51%,174,10,7.03,68.9,4.8,3.5,貿易百貨業,周訓財,周志鴻
489,3587,閎康,櫃,07/06,    ,129,-3,-2.27%,469,10,5.33,68.8,15.1,7.9,其他電子業,謝詠芬,謝詠芬
490,5349,先豐,櫃,07/06,    ,30.65,0.1,+0.33%,2241,10,22.4,68.7,30.1,19,電子零組件業,鄭文鋒,鄭文鋒
491,3558,神準,櫃,07/06,    ,140,-1,-0.71%,109,10,4.91,68.7,10.7,3.5,通信網路業,蔡文河,林伯彰
492,2832,台產,市,07/06,    ,18.95,0.15,+0.8%,268,10,36.2,68.6,69.3,19.8,保險業,李泰宏,宋道平
493,3289,宜特,櫃,07/06,    ,109.5,1.5,+1.39%,438,10,6.25,68.4,22.8,12.5,其他電子業,余維斌,余維斌
494,9942,茂順,市,07/06,    ,82.2,0,0%,51,10,8.32,68.4,40.9,15.4,其他業,石正復,石銘耀
495,3078,僑威,櫃,07/06,    ,29.85,0.55,+1.88%,2584,10,22.7,67.9,23.8,12.4,電子零組件業,潘君威,楊琇華
496,1583,程泰,市,07/06,    ,61.4,0.1,+0.16%,19,10,11,67.8,41.8,9.5,電機機械,楊德華,許福助
497,1218,泰山,市,07/06,    ,19.1,0.6,+3.24%,15654,10,35.3,67.5,66.7,27.7,食品工業,詹逸宏,詹景超
498,3515,華擎,市,07/06,    ,58.6,0,0%,180,10,11.5,67.4,15.2,9.7,電腦及週邊設備業,童旭田,許隆倫
499,3520,振維,櫃,07/06,    ,105,-1,-0.94%,133,10,6.4,67.2,31.4,9.7,電子零組件業,王博諒,陳奮賢
500,6196,帆宣,市,07/06,    ,39.2,-0.2,-0.51%,491,10,17.2,67.2,28.5,13.1,其他電子業,高新明,林育業
501,2102,泰豐,市,07/06,    ,14.2,-0.15,-1.05%,396,10,47.3,67.2,61.6,38,橡膠工業,馬述健,馬述健
502,1614,三洋電,市,07/06,    ,24.9,-0.1,-0.4%,24,10,26.9,67,54.4,19.8,電器電纜,李文峰,李文琳
503,3059,華晶科,市,07/06,    ,24.45,0.1,+0.41%,965,10,27.4,67,20.5,14.5,光電業,夏汝文,夏汝文
504,4935,茂林-KY,市,07/06,    ,51.1,0.6,+1.19%,2711,10,13.1,66.9,16.9,5.9,光電業,李滿祥,王清霖
505,3452,益通,櫃,07/06,    ,8.54,-0.11,-1.27%,471,10,77.9,66.6,15.5,11.3,光電業,溫清章,楊信華
506,2481,強茂,市,07/06,    ,17.9,0.1,+0.56%,648,10,37,66.2,31.1,15.8,半導體業,方敏清,方敏清
507,3062,建漢,市,07/06,    ,20,-0.15,-0.74%,562,10,32.9,65.8,19.1,13.9,通信網路業,陳澤燦,吳忠和
508,1521,大億,市,07/06,    ,85.9,0,0%,378,10,7.62,65.5,41.4,19.8,電機機械,吳俊億,李旺根
509,6153,嘉聯益,市,07/06,    ,20.25,0.05,+0.25%,1221,10,32.3,65.4,24.7,9.5,電子零組件業,蔡長穎,吳永輝
510,3704,合勤控,市,07/06,    ,14.75,0,0%,137,10,44.1,65.1,6.9,6.9,通信網路業,朱順一,朱順一(執行長)
511,8042,金山電,櫃,07/06,    ,58.1,-0.3,-0.51%,356,10,11.1,64.7,47.3,13.3,電子零組件業,江士勳,江慶信
512,4164,承業醫,市,07/06,    ,46.2,-0.1,-0.22%,200,10,14,64.6,7.6,4.7,生技醫療業,李沛霖,陳光宇
513,8429,金麗-KY,市,07/06,    ,36.95,0.05,+0.14%,665,10,17.4,64.4,6.6,4.5,貿易百貨業,庄春龍,庄春龍
514,8210,勤誠,市,07/06,    ,53.8,-0.1,-0.19%,108,10,12,64.4,33.6,5.6,電腦及週邊設備業,陳美琪,陳美琪
515,5508,永信建,櫃,07/06,    ,29.55,-0.25,-0.84%,298,10,21.7,64.3,30.3,19.2,建材營造業,陳俊銘,陳俊銘
516,2601,益航,市,07/06,    ,10.15,-0.3,-2.87%,5454,10,63.1,64,53.7,51.7,貿易百貨業,長原彰弘,郭人豪
517,8110,華東,市,07/06,    ,13.25,-0.05,-0.38%,949,10,48.3,64,22.3,9.7,半導體業,焦佑衡,于鴻祺
518,2107,厚生,市,07/06,    ,15.15,-0.1,-0.66%,301,10,42.2,64,54.5,25.3,橡膠工業,徐正材,徐正己
519,5289,宜鼎,櫃,07/06,    ,96.1,0.4,+0.42%,348,10,6.64,63.8,12.3,3.6,電腦及週邊設備業,簡川勝,簡川勝
520,2436,偉詮電,市,07/06,    ,28.4,-0.25,-0.87%,7446,10,22.3,63.2,28,16.8,半導體業,林錫銘,林錫銘
521,2614,東森,市,07/06,    ,9.04,-0.05,-0.55%,1387,10,69.6,62.9,42.1,21.8,貿易百貨業,廖尚文,廖尚文
522,3501,維熹,市,07/06,    ,53.2,0.1,+0.19%,139,10,11.8,62.9,14.8,9.8,電子零組件業,吳瑞雄,吳瑞雄
523,3708,上緯投控,市,07/06,    ,69.2,0.9,+1.32%,429,10,9.08,62.9,0.8,0.8,化學工業,蔡朝陽,蔡朝陽
524,2466,冠西電,市,07/06,    ,40,0,0%,113,10,15.6,62.5,36.1,15.8,光電業,蔡乃成,俞文山
525,1815,富喬,櫃,07/06,    ,14.25,-0.05,-0.35%,1032,10,43.7,62.3,18.5,11.5,電子零組件業,張元賓,張元賓
526,6525,捷敏-KY,市,07/06,    ,58.2,0.2,+0.34%,229,10,10.7,62.1,19.2,1.2,半導體業,鄭祝良,湯彥鏘
527,4104,佳醫,市,07/06,    ,48.55,0.1,+0.21%,126,10,12.8,62,29.3,9.5,生技醫療業,傅輝東,高省
528,2433,互盛電,市,07/06,    ,42.65,0.25,+0.59%,149,10,14.4,61.6,32.9,16.8,其他電子業,廖慶章,翁國華
529,6024,群益期,櫃,07/06,    ,38.35,0.35,+0.92%,2105,10,16,61.5,20.4,8.2,證券業,孫天山,李文柱
530,2397,友通,市,07/06,    ,53.5,0.3,+0.56%,736,10,11.5,61.4,36,17.5,電腦及週邊設備業,呂衍奇,呂衍奇
531,5288,豐祥-KY,市,07/06,    ,93.2,-0.1,-0.11%,115,10,6.58,61.3,6,2.8,電機機械,游明輝,游明輝
532,6281,全國電,市,07/06,    ,61.6,-0.3,-0.48%,59,10,9.92,61.1,31.5,11.6,電子通路業,林琦敏,林政勳
533,8917,欣泰,櫃,07/06,    ,49.8,1.3,+2.68%,5,10,12.2,60.9,31.5,18.2,油電燃氣業,林振英,張怒潮
534,1737,臺鹽,市,07/06,    ,30.3,-0.1,-0.33%,109,10,20,60.6,22,13.6,食品工業,陳啟昱,吳旭慧
535,6184,大豐電,市,07/06,    ,38.25,0.2,+0.53%,93,10,15.8,60.5,21.3,12.4,其他業,戴永輝,黃守正
536,4968,立積,市,07/06,    ,110,-2,-1.79%,1245,10,5.49,60.4,13.5,1.6,半導體業,馬代駿,王是琦
537,4120,友華,櫃,07/06,    ,69.5,0,0%,95,10,8.67,60.3,35.1,13.7,生技醫療業,蔡正弘,蔡正弘
538,3014,聯陽,市,07/06,    ,37.25,0.05,+0.13%,436,10,16.1,60.1,21.1,14.7,半導體業,胡鈞陽,林弘堯
539,1455,集盛,市,07/06,    ,9.8,0.16,+1.66%,7432,10,61.2,60,47.9,23.7,紡織纖維,葉守焞,蘇百煌
540,1720,生達,市,07/06,    ,33.55,-0.15,-0.45%,152,10,17.9,60,50,21.6,生技醫療業,范進財,范滋庭
541,1340,勝悅-KY,市,07/06,    ,52.1,-0.4,-0.76%,291,10,11.5,59.9,5.1,3.6,塑膠工業,莊國清,莊國清
542,1203,味王,市,07/06,    ,24.9,0.1,+0.4%,38,10,24,59.8,58,52.9,食品工業,陳清福,陳恭平
543,4167,展旺,櫃,07/06,    ,24.2,-0.05,-0.21%,384,10,24.6,59.7,13.4,1.8,生技醫療業,漢友財務管理顧問股份有限公司代表人顧曼芹,潘世賢(暫代理)
544,4725,信昌化,市,07/06,    ,20.4,-0.2,-0.97%,447,10,29.2,59.6,26.1,9.8,化學工業,張安平,趙天福
545,6261,久元,櫃,07/06,    ,46.3,1.55,+3.46%,2272,10,12.8,59.5,26,13.3,半導體業,汪秉龍,葉瑞斌
546,3211,順達,櫃,07/06,    ,39.1,0.2,+0.51%,161,10,15.2,59.4,19,12.7,電腦及週邊設備業,鍾聰明,許諸靜
547,1321,大洋,市,07/06,    ,26.1,-0.15,-0.57%,129,10,22.7,59.3,52.1,18.4,塑膠工業,陳欽明,陳欽明
548,5356,協益,櫃,07/06,    ,46,0.4,+0.88%,310,10,12.9,59.2,48.5,19,電腦及週邊設備業,王自軍,楊宗憲
549,1712,興農,市,07/06,    ,15.95,0.05,+0.31%,1402,10,37,59.1,53.6,27.6,化學工業,洪博彥,于澤人
550,6554,中美冠科-KY,櫃,07/06,    ,40.65,1.4,+3.57%,687,10,14.5,59.1,3.7,0.6,生技醫療業,余國良,Jean Pierre Wery
551,1442,名軒,市,07/06,    ,21.95,0.05,+0.23%,141,10,26.9,59,43,27.6,建材營造業,吳泓瑩,李木鐸
552,3519,綠能,市,07/06,    ,14.2,-0.2,-1.39%,1906,10,41.4,58.8,13.1,9.4,半導體業,林蔚山,林士源
553,8427,基勝-KY,市,07/06,    ,56.4,0,0%,13,10,10.4,58.8,6.8,5.6,其他業,劉宗信,劉怡孝
554,1608,華榮,市,07/06,    ,9.28,-0.05,-0.54%,230,10,63.3,58.7,60.6,29,電器電纜,吳賢明,方武男
555,5490,同亨,櫃,07/06,    ,62.2,0.7,+1.14%,550,10,9.44,58.7,20.2,16.1,電腦及週邊設備業,張永銘,張永銘
556,3428,光燿科,櫃,07/06,    ,61,0.6,+0.99%,2132,10,9.62,58.7,17,5.2,光電業,郭台強,吳俊彥
557,2729,瓦城,櫃,07/06,    ,252,2.5,+1%,14,10,2.33,58.6,16.8,4.8,觀光事業,徐承義,徐承義
558,5203,訊連,市,07/06,    ,63.4,-0.1,-0.16%,63,10,9.24,58.6,26.9,12.8,資訊服務業,黃肇雄,黃肇雄
559,2701,萬企,市,07/06,    ,14,-0.05,-0.36%,81,10,41.8,58.5,59.4,52.3,觀光事業,蔡茂昌,吳雅珍
560,9918,欣天然,市,07/06,    ,32.35,-0.05,-0.15%,2,10,18.1,58.4,46.2,23.2,油電燃氣業,陳何家,王天德
561,8081,致新,市,07/06,    ,67.7,-0.1,-0.15%,277,10,8.62,58.3,21,8.5,半導體業,謝南強,吳錦川
562,6411,晶焱,櫃,07/06,    ,88.5,0.3,+0.34%,4283,10,6.59,58.3,11.4,3.3,半導體業,李俊昌,姜信欽
563,6180,橘子,櫃,07/06,    ,37,0.1,+0.27%,537,10,15.8,58.3,22.1,15.1,資訊服務業,劉柏園,劉柏園
564,4306,炎洲,市,07/06,    ,12.9,0,0%,110,10,45.1,58.2,39.3,9.5,塑膠工業,李志賢,謝強
565,2910,統領,市,07/06,    ,27.8,0.25,+0.91%,2,10,20.9,58,34.9,20.5,貿易百貨業,蘇建義,翁華利
566,8383,千附,櫃,07/06,    ,48.7,0,0%,305,10,11.8,57.6,35.2,12.8,其他電子業,張瓊如,賴志明
567,6191,精成科,市,07/06,    ,10.95,0,0%,549,10,52.4,57.3,44.4,9.7,電子零組件業,焦佑衡,江清秋
568,5245,智晶,櫃,07/06,    ,121,3,+2.54%,273,10,4.73,57.3,11.7,2.1,光電業,王鴻鈞,陳建勳
569,2406,國碩,市,07/06,    ,16.85,-0.05,-0.3%,1967,10,33.9,57.1,20.3,17.2,光電業,陳繼明,陳繼明
570,5471,松翰,市,07/06,    ,33.9,0.1,+0.3%,137,10,16.8,56.9,21,13.9,半導體業,陳賢哲,鮑世嘉
571,2368,金像電,市,07/06,    ,10.3,-0.15,-1.44%,1527,10,55.2,56.9,35.8,19.3,電子零組件業,楊長基,林清培
572,3060,銘異,市,07/06,    ,32.6,-0.1,-0.31%,2521,10,17.4,56.8,37.8,14.2,電腦及週邊設備業,謝錦興,謝錦興
573,2617,台航,市,07/06,    ,13.6,-0.15,-1.09%,177,10,41.7,56.8,71,19,航運業,劉文慶,梅家禮
574,1416,廣豐,市,07/06,    ,27.5,-0.05,-0.18%,150,10,20.6,56.6,49,41.2,紡織纖維,邱文達,賀錫敬
575,4107,邦特,櫃,07/06,    ,81.7,-0.2,-0.24%,324,10,6.93,56.6,25.6,15.3,生技醫療業,蔡宗禮,李明忠
576,8437,大地-KY,櫃,07/06,    ,173,1,+0.58%,23,10,3.27,56.5,9.1,2.2,其他業,程釱坤,程釱坤
577,2367,燿華,市,07/06,    ,10.45,-0.15,-1.42%,1528,10,54,56.4,32.5,19.6,電子零組件業,張元銘,許正弘
578,3033,威健,市,07/06,    ,17.45,0,0%,562,10,32.3,56.4,40.5,14.9,電子通路業,胡秋江,胡秋江
579,2369,菱生,市,07/06,    ,14.8,0.15,+1.02%,1291,10,38,56.3,44.2,19.2,半導體業,葉樹泉,楊順卿
580,8215,明基材,市,07/06,    ,17.5,-0.05,-0.28%,807,10,32.1,56.1,19,6.7,光電業,陳建志,陳建志
581,1701,中化,市,07/06,    ,18.8,-0.05,-0.27%,336,10,29.8,56,65.3,55.4,生技醫療業,王勳聖,王勳聖
582,4977,眾達-KY,市,07/06,    ,100.5,1.7,+1.72%,1280,10,5.57,56,9.7,3.6,通信網路業,陳靖仁,莊敏男
583,1219,福壽,市,07/06,    ,17.5,0.2,+1.16%,303,10,31.9,55.8,62.4,26.6,食品工業,洪堯昆,洪堯昆
584,3068,美磊,櫃,07/06,    ,65.4,0.8,+1.24%,341,10,8.5,55.6,27.3,9.2,通信網路業,蔡茂禎,許正源
585,4119,旭富,市,07/06,    ,69.9,-0.3,-0.43%,105,10,7.95,55.6,29.8,13.5,生技醫療業,翁維駿,翁維駿
586,1708,東鹼,市,07/06,    ,28.95,-0.05,-0.17%,208,10,19.2,55.5,60.3,31.1,化學工業,陳榮元,傅春生
587,6189,豐藝,市,07/06,    ,30.9,0,0%,162,10,17.9,55.3,31.1,13.1,電子通路業,陳澄芳,陳澄芳
588,1231,聯華食,市,07/06,    ,36.15,-0.35,-0.96%,184,10,15.3,55.3,47,21.7,食品工業,李開源,李開勳
589,5392,應華,櫃,07/06,    ,53.8,0.4,+0.75%,228,10,10.3,55.3,22.5,18.1,光電業,董俊仁,李敏誠
590,2527,宏璟,市,07/06,    ,20.45,0,0%,57,10,27,55.3,30.5,22.3,建材營造業,簡文祥,周家佩
591,6533,晶心科,市,07/06,    ,136,1,+0.74%,152,10,4.06,55.2,12.3,0.3,半導體業,蔡明介,林志明
592,3563,牧德,櫃,07/06,    ,129.5,-2.5,-1.89%,1393,10,4.26,55.2,19.1,6.5,其他電子業,汪光夏,陳復生
593,6177,達麗,市,07/06,    ,26.6,0.3,+1.14%,514,10,20.7,55,39.8,3.9,建材營造業,謝志長,謝志長
594,2420,新巨,市,07/06,    ,36,-0.05,-0.14%,282,10,15.3,55,34.2,16.8,電子零組件業,周進文,周進文
595,3362,先進光,櫃,07/06,    ,58.8,3.1,+5.57%,10808,10,9.34,54.9,30.6,11.8,光電業,林忠和,高維亞
596,1535,中宇,市,07/06,    ,44.3,0.3,+0.68%,53,10,12.4,54.8,24.3,15.8,電機機械,翁朝棟,陳榮貴
597,4526,東台,市,07/06,    ,21.5,0.15,+0.7%,92,10,25.5,54.8,48.5,13.8,電機機械,嚴瑞雄,嚴瑞雄
598,8433,弘帆,櫃,07/06,    ,104,-3,-2.8%,85,10,5.26,54.7,32.3,4.5,貿易百貨業,朱鵬飛,朱鵬飛
599,2387,精元,市,07/06,    ,20.7,0.05,+0.24%,326,10,26.3,54.5,26,18.4,電腦及週邊設備業,蔡火爐,蔡火爐
600,5351,鈺創,櫃,07/06,    ,12.45,0.35,+2.89%,3105,10,43.7,54.4,26.4,19.1,半導體業,盧超群,鄧茂松
601,2477,美隆電,市,07/06,    ,22.75,-0.1,-0.44%,1134,10,23.9,54.3,44.5,15.8,其他電子業,吳維忠,吳維忠
602,2597,潤弘,市,07/06,    ,40.1,-1.35,-3.26%,299,10,13.5,54.1,41.7,7.3,建材營造業,賴士勳,董世寧
603,2612,中航,市,07/06,    ,27.25,-0.7,-2.5%,717,10,19.7,53.8,39.4,22.7,航運業,周慕豪,洪順地
604,6143,振曜,櫃,07/06,    ,64.5,-0.3,-0.46%,349,10,8.33,53.7,20.1,15.4,通信網路業,呂俊德,呂俊德
605,6290,良維,櫃,07/06,    ,40.95,-0.45,-1.09%,1364,10,13.1,53.7,44.8,12.1,電子零組件業,李淳正,李淳正
606,2374,佳能,市,07/06,    ,19,0.1,+0.53%,216,10,28.2,53.7,52.1,22.5,光電業,曾明仁,曾明仁
