"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料年度","政府機構(%)","政府機構增減","僑外投資(%)","僑外投資增減","本國金融機構(%)","本國金融機構增減","本國法人(%)","本國法人增減","本國個人(%)","本國個人增減","庫藏股票(%)","庫藏股票增減"
"540","1720","生達","32.55","+0.45","+1.4%","2014","0%","0","2.7%","+0.68","9.3%","+8.5","9.6%","-0.84","78.4%","-8.34","0%","0"
"541","3454","晶睿","78.2","0","0%","2014","6.1%","+2.03","13.9%","+9.04","18.3%","-8.96","15.7%","-0.12","44.7%","-1.94","1.4%","-0.05"
"542","1109","信大","13.7","+0.2","+1.48%","2014","0%","0","1.4%","-0.03","0%","0","10.2%","+0.32","88.3%","-0.28","0%","0"
"543","1203","味王","23.85","-0.3","-1.24%","2014","0%","-0.08","3.2%","-0.23","0.4%","+0.42","62.1%","-0.45","34.2%","+0.33","0%","0"
"544","1709","和益","13.3","+0.3","+2.31%","2014","0%","0","4.7%","-0.71","0%","-0.02","46.9%","+1.51","48.3%","-0.78","0%","0"
"545","2527","宏璟","21.15","+0.05","+0.24%","2014","0%","0","20.7%","+0.21","0%","0","46.9%","+0.88","32.4%","-1.08","0%","0"
"546","3003","健和興","37.1","0","0%","2014","0%","0","7.8%","+1.44","9%","+5.01","10.1%","+1.79","72.4%","-8.17","0.7%","-0.06"
"547","3693","營邦","149","+1","+0.68%","2014","0.5%","+0.55","7.1%","+5.77","15.1%","+13","20.9%","-3.24","56.4%","-16.1","0%","0"
"548","4163","鐿鈦","141.5","-2","-1.39%","2015","0.3%","+0.27","15.5%","-4.81","16.9%","+6.58","23.1%","-2.44","44.2%","+0.4","0%","0"
"549","3520","振維","111","+7","+6.73%","2014","0%","0","0.3%","-2.62","1.2%","-0.47","9%","+4.53","89.5%","-1.44","0%","0"
"550","2390","云辰","26.4","+0.45","+1.73%","2014","0%","-0.24","5.1%","-0.95","0%","-2.75","18.6%","-6.83","76.3%","+10.8","0%","0"
"551","1305","華夏","12.05","-0.15","-1.23%","2014","1.2%","-3.18","10.8%","-0.42","0.6%","-2.62","43.9%","-4.9","43.5%","+11.1","0%","0"
"552","6104","創惟","62.6","-0.4","-0.63%","2014","0%","0","6.4%","+0.48","0.1%","-3.31","0.7%","+0.17","92.8%","+2.66","0%","0"
"553","5489","彩富","53.8","+0.1","+0.19%","2015","0%","-0.95","4.9%","+0.07","8.7%","-5.68","21.3%","-0.33","63.8%","+7.72","1.2%","-0.83"
"554","4142","國光生","23.5","+1.5","+6.82%","2014","17.1%","-0.16","10.4%","-0.19","9.3%","+6.35","28.5%","-4.53","34.7%","-1.48","0%","0"
"555","2506","太設","14.4","+0.15","+1.05%","2014","0%","0","4.1%","+0.37","0%","0","29.3%","+1.31","66.5%","-1.68","0%","0"
"556","2109","華豐","17.1","+0.15","+0.88%","2014","0%","+0.01","11.7%","-2.19","0%","0","18.4%","+6.04","69.9%","-3.86","0%","0"
"557","8234","新漢","40","-0.7","-1.72%","2014","0%","0","2.8%","+0.84","2%","+0.05","20.9%","-1.91","74.3%","+1.02","0%","0"
"558","4927","F-泰鼎","45.2","0","0%","2014","0%","0","24.4%","-10.6","16.7%","+4.72","9.8%","+8.87","49%","-2.94","0%","0"
"559","4104","佳醫","48.95","-0.6","-1.21%","2014","0%","0","4.3%","-1.52","0%","0","37%","-1.4","58.5%","+2.92","0.3%","0"
"560","4120","友華","63.7","-0.7","-1.09%","2015","0%","0","4.8%","-0.66","0.3%","-0.15","42.9%","-0.21","52%","+1.02","0%","0"
"561","1712","興農","16.05","-0.1","-0.62%","2014","3%","+2.51","12.1%","+0.73","2.5%","+1.26","3.9%","+0.91","78.5%","-5.4","0%","0"
"562","2601","益航","14.55","+0.25","+1.75%","2014","0%","+0.02","24.4%","+1.57","7.9%","-2.52","13.4%","-0.6","52.5%","-0.25","1.8%","+1.78"
"563","6105","瑞傳","51.8","-0.8","-1.52%","2014","0%","-0.06","7.2%","+0.66","1%","-1.61","17.8%","+6.32","74%","-5.31","0%","0"
"564","3265","台星科","40.2","+0.05","+0.12%","2015","0%","0","56.8%","-2.82","7.1%","+1.39","1.3%","-1.1","34.8%","+2.53","0%","0"
"565","1442","名軒","24.75","-0.25","-1%","2014","0.1%","-0.02","2.1%","+1.06","0.5%","-2.21","29%","-1.81","68.5%","+2.98","0%","0"
"566","3014","聯陽","34.5","+0.2","+0.58%","2014","0%","0","7%","+1.34","1.4%","+1.34","12.6%","-4.68","79.1%","+2.03","0%","-0.02"
"567","3498","陽程","70.7","-0.8","-1.12%","2014","0%","0","5.8%","+5.13","0%","0","13.6%","+3.79","80.7%","-8.23","0%","-0.69"
"568","1315","達新","27.45","-0.05","-0.18%","2015","0%","0","2.1%","-0.34","0%","-0.02","51.3%","+3.58","46.6%","-3.23","0%","0"
"569","2428","興勤","42.6","-0.25","-0.58%","2014","0%","0","10.3%","+3.26","0%","0","37.1%","+0.52","52.6%","-3.78","0%","0"
"570","3501","維熹","46.75","+0.05","+0.11%","2014","0%","0","3.2%","+0.22","1.2%","-0.52","44.9%","-2.95","50.7%","+3.25","0%","0"
"571","5466","泰林","24.5","+0.05","+0.2%","2014","0%","0","3.9%","-0.8","0%","-3.05","48.5%","+2.97","47.6%","+0.89","0%","0"
"572","4528","江興鍛","70.5","+0.8","+1.15%","2014","0%","0","2.4%","+2.4","0%","0","13.4%","+10.6","84.2%","-13","0%","0"
"573","6016","康和證","7.82","+0.04","+0.51%","2014","0%","0","4%","+0.57","0%","0","27.9%","+2.05","68.1%","-2.12","0%","-0.5"
"574","1464","得力","24.8","-0.5","-1.98%","2014","0%","0","0.3%","+0.06","3.9%","+0.18","37.9%","-3.74","57.8%","+3.5","0%","0"
"575","2816","旺旺保","25.25","+0.05","+0.2%","2014","0%","0","21.4%","-0.11","0%","+0.04","48%","-0.01","30.2%","-0.23","0.3%","+0.31"
"576","6702","興航","9.7","-0.3","-3%","2015","0.1%","-0.04","11.9%","+1.78","7.9%","-1.79","53.2%","-6.86","26.9%","+6.91","0%","0"
"577","8210","勤誠","44.5","+0.15","+0.34%","2014","0%","0","5.7%","-0.76","0%","0","32.6%","-1.8","61.3%","+2.23","0.3%","+0.33"
"578","6107","華美","90.3","-0.7","-0.77%","2014","0.2%","+0.22","7.3%","+1.09","1.4%","+1.39","47.1%","-0.27","44%","-2.42","0%","0"
"579","1337","F-再生","21.3","+0.1","+0.47%","2014","0%","-0.01","56%","-4.79","1.5%","-5.66","10.5%","-3.02","32.1%","+13.5","0%","0"
"580","5312","寶島科","88","-0.2","-0.23%","2014","0%","0","17%","+9.32","5.4%","+3.31","34.1%","-0.97","43.4%","-11.7","0%","0"
"581","8427","F-基勝","49.65","-0.35","-0.7%","2014","0%","+0.01","38.1%","+1.07","0.6%","-0.16","0.6%","-0.11","60.7%","-0.81","0%","0"
"582","4144","F-康聯","67.5","0","0%","2014","0%","0","53%","-13.9","3.8%","+1.13","3.9%","+0.28","39.3%","+12.5","0%","0"
"583","2464","盟立","28.75","+0.1","+0.35%","2014","0%","0","12.4%","+3.29","2.5%","+2.26","26.1%","-2.73","59%","-2.82","0%","0"
"584","5538","F-東明","31.2","-0.05","-0.16%","2014","0%","0","38.7%","+0.01","0.2%","-0.66","1.6%","-49.4","59.5%","+50.1","0%","0"
"585","3130","一零四","158","-1","-0.63%","2014","0%","0","38%","-1.23","1.3%","+1.08","20.3%","+8.61","40.3%","-8.46","0%","0"
"586","5533","皇鼎","20.45","+0.05","+0.25%","2015","0%","-0.14","5.1%","+0.95","0%","-0.11","29.6%","+1.58","65.3%","-2.28","0%","0"
"587","1815","富喬","12.9","+0.1","+0.78%","2014","0%","-0.31","8.7%","+6.17","0%","-1.43","22.9%","-0.31","68.3%","-4.13","0%","0"
"588","5469","瀚宇博","11.4","+0.1","+0.88%","2014","0%","-0.04","9.1%","+1.21","0.1%","-0.01","42.8%","-4.28","46.4%","+2.03","1.6%","+1.09"
"589","4130","健亞","51.5","+1.5","+3%","2014","27.6%","0","12.2%","-4.17","0.1%","+0.06","11.9%","-0.33","48.3%","+4.43","0%","0"
"590","2397","友通","45.2","0","0%","2014","0%","0","8.3%","+0.74","7.5%","+0.2","10.2%","+0.26","74%","-1.2","0%","0"
"591","2013","中鋼構","25.85","-0.15","-0.58%","2014","0%","0","8.2%","-0.3","13.1%","+0.27","50.1%","+0.24","28.6%","-0.2","0%","0"
"592","8110","華東","10.3","+0.05","+0.49%","2014","1.5%","+1.47","18.4%","+2.04","1.1%","+0.99","39.5%","-1.29","38.9%","-3.42","0.6%","+0.2"
"593","9946","三發","25","+0.4","+1.63%","2014","0%","0","2.1%","+1.65","0%","+0.01","45.6%","-0.4","52.2%","-1.27","0%","0"
"594","1525","江申","74.4","+1.1","+1.5%","2014","4%","+3.83","0.1%","-0.01","5.7%","+3.73","78.1%","-0.56","12.1%","-6.99","0%","0"
"595","1734","杏輝","31.7","+1.65","+5.49%","2014","0%","-0.07","1.8%","-0.35","0%","-1.71","9.8%","-0.32","88.3%","+2.44","0%","0"
"596","2472","立隆電","33","+1.15","+3.61%","2014","1.4%","+1.4","2.7%","+1.01","9.4%","+6.86","2.7%","+0.39","83.8%","-7.72","0%","-1.94"
"597","2540","愛山林","34.65","-0.25","-0.72%","2014","0%","0","0%","0","0%","0","20.1%","-11.9","79.9%","+11.9","0%","0"
"598","1459","聯發","14.15","-0.45","-3.08%","2014","0%","0","3.1%","-0.03","0%","0","56.2%","+0.59","40.7%","-0.56","0%","0"
"599","5301","寶得利","60.2","0","0%","2014","0%","0","0%","0","0%","0","31.3%","+6.19","68.7%","-6.19","0%","0"
"600","4746","台耀","58.8","+0.6","+1.03%","2014","2.5%","+2.52","2.5%","+0.81","6.3%","+1.63","26.5%","-6.55","62.1%","+1.59","0%","0"
"601","2530","華建","18.45","-0.05","-0.27%","2014","0%","0","3.4%","+0.14","0%","0","40.4%","+7.29","56.2%","-7.43","0%","0"
"602","2421","建準","19.8","0","0%","2014","0%","+0.02","4.7%","+0.93","0.3%","+0.25","41.4%","-3.57","53.6%","+2.36","0%","0"
"603","2031","新光鋼","17.8","-0.2","-1.11%","2014","0%","0","6.6%","-0.03","0%","0","17.5%","-4.28","75.9%","+4.31","0%","0"
"604","1416","廣豐","16.9","-0.05","-0.29%","2014","0%","-0.02","6.1%","-3.9","0.1%","-0.33","18.1%","+4.56","68.4%","-0.31","7.3%","0"
"605","3617","碩天","61.5","+0.1","+0.16%","2014","1.3%","+1.16","2.1%","-0.91","1.9%","+1.77","44.4%","+1.2","50.3%","-3.22","0%","0"
"606","1231","聯華食","33.45","-0.1","-0.3%","2014","0%","-0.11","1.7%","-2.58","4.7%","-0.83","35.6%","+0.13","57.9%","+3.39","0%","0"
"607","2481","強茂","12.75","+0.6","+4.94%","2014","0%","0","8.5%","-0.36","0%","-0.26","12.1%","-1.25","78.2%","+1.91","1.2%","-0.03"
"608","8261","富鼎","27.2","+0.4","+1.49%","2014","0%","0","32.1%","+29.6","3%","+3.04","8%","-2.2","56.8%","-30.4","0%","0"
"609","2430","燦坤","29.5","-0.05","-0.17%","2014","1.9%","+0.65","10.7%","-3.6","3.4%","-0.9","46.3%","-0.04","37.7%","+3.89","0%","0"
"610","1256","F-鮮活","200","-0.5","-0.25%","2014","0%","0","8.2%","-3.54","4.7%","+4.26","0.1%","+0.07","87%","-0.79","0%","0"
"611","1733","五鼎","50.1","+0.1","+0.2%","2014","0.1%","-1.39","7.4%","-3.91","25.2%","+2.28","6.3%","+0.31","60.9%","+2.71","0%","0"
"612","3015","全漢","21","+0.4","+1.94%","2014","0.1%","-0.22","15.1%","+3.53","2.4%","-2.35","16%","+4.61","66.3%","-5.57","0%","0"
"613","1737","臺鹽","24.6","+0.3","+1.23%","2014","38.9%","0","5.7%","+0.09","1.4%","+0.2","3.4%","-0.36","50.6%","+0.07","0%","0"
"614","6143","振曜","59","-0.3","-0.51%","2014","2.8%","+2.76","1.8%","+0.07","8.8%","-7.94","14.6%","+3.52","72%","+1.58","0%","0"
"615","8908","欣雄","39.5","-0.3","-0.75%","2014","23.6%","0","0%","0","0%","0","46.4%","+0.1","30%","-0.1","0%","0"
"616","9934","成霖","13.8","+0.05","+0.36%","2014","0%","+0.01","20.9%","-0.85","5.6%","-2.62","19.8%","-8.59","53.7%","+12","0%","0"
"617","3048","益登","27.6","+0.05","+0.18%","2014","0%","0","2%","-0.07","1.1%","0","5.8%","-3.98","88.6%","+4.04","2.5%","0"
"618","4119","旭富","69.5","+0.9","+1.31%","2014","0%","+0.02","0.7%","-16.7","4.6%","-2.5","41.3%","-5.01","53.4%","+24.2","0%","0"
"619","4745","F-合富","86","+0.8","+0.94%","2014","0%","0","19.1%","+0.75","1.3%","+0.09","4.7%","+1.89","74.9%","-2.73","0%","0"
"620","3078","僑威","21.15","+0.05","+0.24%","2015","0%","0","3.8%","+2.78","0.1%","+0.01","30.8%","-0.36","65.4%","-2.43","0%","0"
"621","2369","菱生","12.6","+0.3","+2.44%","2014","0%","0","29.1%","+8.11","14.5%","+2.31","3.7%","-2.04","52.7%","-8.38","0%","0"
"622","3083","網龍","55.8","+1.2","+2.2%","2014","0%","0","1%","-0.46","0.5%","+0.42","51.5%","-0.2","45%","+0.24","2%","0"
"623","5288","F-豐祥","74.1","-1.8","-2.37%","2014","0%","","61.1%","","0.4%","","18.9%","","19.6%","","0%",""
"624","3645","達邁","40.6","+0.6","+1.5%","2015","2%","+2.02","6.6%","+2.77","5.8%","+5.48","24.4%","-6.32","61.2%","-3.95","0%","0"
"625","8437","F-大地","145","+0.5","+0.35%","2015","0%","","37.5%","","0.2%","","5.6%","","56.7%","","0%",""
"626","8042","金山電","44.75","-0.1","-0.22%","2014","3%","+3.04","13.8%","+7.18","9.9%","+5.81","38%","-4.62","35.2%","-11.4","0%","0"
"627","3685","政翔","58.6","-4.4","-6.98%","2014","0%","0","5.8%","-2.75","0.4%","+0.36","16.9%","-10.3","76.9%","+12.7","0%","0"
"628","1219","福壽","14.95","+0.05","+0.34%","2014","0%","0","4.5%","-0.03","0%","-0.13","23.7%","+1.16","71.8%","-1","0%","0"
"629","4549","桓達","126.5","+2.5","+2.02%","-","0%","","0%","","0%","","0%","","0%","","0%",""
"630","8383","千附","39.4","+1.7","+4.51%","2014","0%","0","2.7%","+0.77","0%","0","15.9%","+10.3","79%","-11.1","2.3%","0"
"631","9944","新麗","44","+0.85","+1.97%","2014","0%","0","7.3%","+0.3","0%","0","41.6%","-3.22","51.1%","+2.91","0%","0"
"632","1225","福懋油","21.05","-0.05","-0.24%","2014","0%","0","7.5%","-0.28","0%","0","38.1%","+2.96","54.5%","-2.68","0%","0"
"633","5525","順天","18.7","+0.1","+0.54%","2014","0%","0","1.8%","-0.1","3.3%","-0.18","43.3%","-0.63","51.6%","+0.91","0%","0"
"634","8101","華冠","10.95","+0.35","+3.3%","2015","0%","+0.01","2.6%","-1.08","0%","-0.21","52%","+0.14","45.3%","+1.14","0%","0"
"635","2363","矽統","7.47","-0.04","-0.53%","2014","0%","0","7.5%","-0.53","0%","+0.01","24.4%","+0.93","68.1%","+1.85","0%","-2.26"
"636","4506","崇友","23.3","0","0%","2014","0%","0","0%","-0.08","0.6%","+0.6","57.9%","-0.19","41.5%","-0.33","0%","0"
"637","2476","鉅祥","25.45","+0.05","+0.2%","2015","0%","0","18.8%","+6.67","2.7%","+0.58","28.6%","+5.25","49.8%","-12.5","0%","0"
"638","6182","合晶","11.95","+0.45","+3.91%","2014","0%","0","6%","-2.8","3%","+0.61","7.7%","-1.03","82.9%","+3.29","0.4%","-0.07"
"639","2466","冠西電","31.85","+0.2","+0.63%","2014","0%","0","12.5%","-0.15","0%","0","54.5%","+10.1","32.9%","-9.93","0%","0"
"640","4934","太極","16.55","+1.05","+6.77%","2014","0%","0","0.4%","-0.03","1.8%","+1.8","44.7%","-14.8","53.1%","+13","0%","0"
"641","3388","崇越電","70.9","+0.1","+0.14%","2014","0%","0","7.2%","-0.02","0.1%","+0.04","30.3%","+0.05","62.5%","-0.07","0%","0"
"642","2852","第一保","15.15","-0.05","-0.33%","2015","0%","-0.19","5.6%","-0.64","1.9%","+1.02","35.8%","-0.92","56.7%","+0.72","0%","0"
"643","4114","健喬","37.4","+0.4","+1.08%","2014","0%","0","0.3%","-1.81","2.2%","-0.62","10.9%","+1.51","81.2%","+0.03","5.4%","+0.89"
"644","6021","大慶證","14.85","+0.05","+0.34%","2014","0%","0","0%","-0.01","0%","0","23.4%","+0.02","76.6%","-0.01","0%","0"
"645","1108","幸福","11.25","+0.05","+0.45%","2014","0%","0","2%","-0.01","0%","0","44.6%","+0.33","53.4%","-0.33","0%","0"
"646","3583","辛耘","56","+0.8","+1.45%","2014","0%","0","4.6%","-6.78","5%","+4.93","23.6%","-0.8","66.8%","+2.65","0%","0"
"647","2012","春雨","15.75","+0.05","+0.32%","2015","0%","0","3.9%","+0.05","0.1%","+0.07","32.8%","+3.61","63.2%","-3.73","0%","0"
"648","2459","敦吉","39.85","+0.25","+0.63%","2014","0.1%","-0.05","18%","+1.07","0%","-0.12","4.9%","+0.19","77%","-1.09","0%","0"
"649","8433","弘帆","85.8","+1.1","+1.3%","2014","0%","0","1.8%","-0.3","0.4%","-1.28","35.4%","-2.84","62.4%","+4.41","0%","0"
"650","6191","精成科","8.45","+0.05","+0.6%","2014","0.1%","+0.06","4.5%","+0.35","0%","+0.01","46.8%","-3.73","48.6%","+3.31","0%","0"
"651","2233","宇隆","91.2","-0.8","-0.87%","2015","0%","0","12.7%","-3.33","16.1%","-8.2","8%","+1.42","63.2%","+10.1","0%","0"
"652","3518","柏騰","52.7","+3","+6.04%","2015","0%","0","5.9%","-1.27","0.4%","+0.07","5.2%","+1.75","87.9%","-1.25","0.7%","+0.69"
"653","4161","聿新科","87.8","+2.2","+2.57%","2014","0%","0","0.3%","-1.22","0.2%","-0.01","14.4%","+2.29","85.2%","-1.06","0%","0"
"654","2495","普安","15.7","0","0%","2014","0%","-0.01","17.3%","+0.28","4.1%","+0.18","5.9%","-0.21","72.7%","-0.19","0%","-0.06"
"655","4911","德英","81","+0.5","+0.62%","2015","0%","0","0.2%","-0.19","0.1%","-0.97","0%","-0.03","99.7%","+1.19","0%","0"
"656","8112","至上","15.55","+0.15","+0.97%","2015","0%","+0.01","2.7%","-4.72","2.7%","-2.16","1.7%","-2.59","92.9%","+9.46","0%","0"
"657","1473","台南","30.3","-0.55","-1.78%","2014","0.5%","+0.47","12.9%","-13.6","10.4%","+8.23","34.4%","+3.25","40.6%","+1.7","1.2%","0"
"658","4432","銘旺實","92","-1.8","-1.92%","2014","0%","0","0.1%","+0.04","0%","+0.02","46%","-2.19","53.9%","+2.14","0%","0"
"659","3272","東碩","121","-4.5","-3.59%","2014","0%","","0.6%","","1.6%","","6.2%","","91.6%","","0%",""
"660","1902","台紙","11","0","0%","2015","0%","+0.01","4.5%","-0.35","4.9%","-2.81","21.4%","-2.61","69.2%","+5.76","0%","0"
"661","3541","西柏","114.5","0","0%","2015","0%","0","3%","+1.56","0%","0","9.8%","+1.93","87.1%","-3.49","0%","0"
"662","6022","大眾證","11.7","+0.05","+0.43%","2015","0%","0","1%","+0.41","34.9%","-0.01","6.8%","-0.34","57.3%","-0.06","0%","0"
"663","3383","新世紀","12.85","+0.1","+0.78%","2014","0%","0","28%","+4.08","0.1%","+0.04","13.2%","+1.83","53.9%","-5.28","4.8%","-0.67"
"664","6187","萬潤","54.5","-0.2","-0.37%","2014","0%","0","1.1%","+1.01","0%","0","23.9%","+12.2","75.1%","-13.2","0%","0"
"665","6020","大展證","17.35","-0.1","-0.57%","2014","0%","0","0%","+0.02","0%","0","65.2%","+0.19","34.8%","-0.21","0%","0"
"666","3311","閎暉","23","+0.3","+1.32%","2015","0%","0","5%","-4.89","0.2%","-8.06","33.1%","-0.17","61.7%","+13.1","0%","0"
"667","1452","宏益","32.8","-1.4","-4.09%","2014","0%","0","1.5%","+0.1","0%","-0.01","15.3%","+2.12","83.2%","-2.21","0%","0"
"668","4952","凌通","39.9","0","0%","2014","0%","0","2.2%","+0.37","4.4%","+4.09","56%","-2.72","37.4%","-1.74","0%","0"
"669","3090","日電貿","27.25","-0.1","-0.37%","2014","0%","+0.02","4.1%","+1.14","0%","-0.01","6.4%","-2.19","89.5%","+3.03","0%","-2"
"670","4726","永昕","39","+0.8","+2.09%","2014","4%","","1.6%","","0%","","37.1%","","57.3%","","0%",""
"671","3051","力特","13.3","-0.3","-2.21%","2015","0%","0","2.7%","+2.14","0%","0","2%","-2.35","95.3%","+0.21","0%","0"
"672","2535","達欣工","19.7","-0.1","-0.51%","2015","0%","-0.04","9.7%","-5.77","0%","-0.03","19.2%","-0.44","71.1%","+6.28","0%","0"
"673","8446","華研","122","-2","-1.61%","2014","0%","0","16.3%","-0.42","4%","-0.57","24.5%","+2.2","55.3%","-1.21","0%","0"
"674","2640","大車隊","102.5","-0.5","-0.49%","2015","0%","0","7.4%","+5.88","12.2%","-4.42","38.8%","+1.7","41.6%","-3.15","0%","0"
"675","1626","F-艾美","35","-1.45","-3.98%","2014","0%","0","62.8%","+3.08","1.8%","+1.15","1.8%","-2.06","33.6%","-2.17","0%","0"
"676","1218","泰山","12.15","-0.05","-0.41%","2014","0%","-0.01","3.7%","-0.41","5.1%","-2.53","14.2%","-0.12","77%","+3.07","0%","0"
"677","6196","帆宣","26","-0.15","-0.57%","2015","0%","0","6.2%","+2.72","0.2%","-2.43","24.3%","+0.98","69.3%","-1.28","0%","0"
"678","3598","奕力","59.6","+0.1","+0.17%","2014","0%","-2.18","2.1%","-11.9","0.1%","-9.07","7.6%","-1.92","89.1%","+24.8","1.1%","+0.28"
"679","8436","大江","77.1","+0.6","+0.78%","2014","0%","0","7.2%","-4.86","0%","0","3.5%","-2.14","89.3%","+7","0%","0"
"680","6124","業強","23.4","+0.65","+2.86%","2014","0%","0","34.9%","+0.63","0%","0","35.1%","-0.29","30%","-0.34","0%","0"
"681","4126","太醫","64.6","+0.3","+0.47%","2014","0%","0","56.4%","+12.6","2%","-14.4","1.9%","+0.66","39.7%","+1.11","0%","0"
"682","2478","大毅","16.05","+0.05","+0.31%","2014","0%","0","3.1%","+0.49","0%","0","37.4%","+1.13","58.1%","-1.59","1.5%","-0.03"
"683","8266","中日新","42.15","+2.75","+6.98%","2013","0%","0","0.4%","-0.01","0%","0","50.7%","0","48.9%","+0.01","0%","0"
"684","8021","尖點","26.55","-0.2","-0.75%","2015","0.4%","+0.38","13.7%","+5.31","8.7%","+5.58","14.1%","-4.24","63.2%","-7.03","0%","0"
"685","4999","鑫禾","56.7","-0.2","-0.35%","2014","0%","+0.02","1.5%","+0.15","5%","-0.05","18.4%","-7.04","75.1%","+6.92","0%","0"
"686","8996","高力","51.8","0","0%","2014","0.8%","+0.78","5.5%","+1.19","16.1%","+13.9","6.9%","-2.56","70.7%","-13.3","0%","0"
"687","3028","增你強","19.65","+0.1","+0.51%","2014","0%","-0.05","4.4%","-1.33","4.9%","-1.95","11.9%","+0.68","78.7%","+2.65","0%","0"
"688","5511","德昌","27.65","+0.05","+0.18%","2014","0%","0","1.5%","+0.13","0%","0","38.6%","+2.03","59.8%","-2.16","0%","0"
"689","3491","昇達科","82.1","+0.2","+0.24%","2015","1.2%","+1.18","1.9%","-9.81","9.9%","+6.4","14.7%","+3.61","72.3%","-1.39","0%","0"
"690","1519","華城","16.05","+0.15","+0.94%","2014","0%","0","5.7%","+0.58","0.1%","-0.02","9.4%","+0.49","84.8%","-1.06","0%","0"
"691","3689","湧德","60.1","+0.5","+0.84%","2014","1%","+1.01","22.1%","+21.2","17.3%","+0.69","10.1%","-8.85","49.5%","-14","0%","0"
"692","3484","崧騰","68.2","+1.4","+2.1%","2014","0%","0","0.2%","+0.05","0%","-1.24","7.8%","-1.71","91.4%","+2.92","0.6%","-0.02"
"693","1603","華電","12.15","+0.05","+0.41%","2014","0%","0","2.1%","+0.01","0%","+0.02","25.5%","+4.34","72.3%","-4.38","0%","0"
"694","8916","光隆","39.7","-0.3","-0.75%","2015","0%","0","2.5%","-1.29","4.8%","+2.38","24.2%","-3.01","68.5%","+1.91","0%","0"
"695","5515","建國","11.7","-0.05","-0.43%","2015","0%","-0.03","4.9%","+0.04","0%","+0.01","26.5%","+0.67","67.1%","-0.74","1.4%","+0.05"
"696","8105","凌巨","9.39","0","0%","2015","0%","0","5.5%","+1.31","0.1%","-1.69","54.5%","-2.23","39.9%","+2.6","0%","0"
"697","3057","喬鼎","25.75","-0.1","-0.39%","2014","0%","0","18.3%","+14.5","13.8%","+13.6","9.3%","+4.84","58.6%","-33","0%","0"
"698","5225","F-東科","68.2","-0.1","-0.15%","2015","0%","-0.05","61.2%","-2.01","0.4%","-3.01","4.6%","-0.14","33.8%","+5.2","0%","0"
"699","2314","台揚","12.35","+0.05","+0.41%","2014","0%","0","1.8%","-0.94","0%","-0.11","20.3%","+10.8","77.9%","-9.74","0%","0"
"700","1533","車王電","43.55","-1.1","-2.46%","2014","0%","0","1.6%","+0.91","0.1%","+0.13","16.7%","+0.7","81.6%","-1.74","0%","0"
"701","1233","天仁","45.35","+0.15","+0.33%","2014","0.1%","0","6%","-0.33","0.6%","+0.57","34.7%","-1.62","58.6%","+1.37","0%","0"
"702","4944","兆遠","19.55","+0.25","+1.3%","2014","0%","0","3.2%","+2.44","0%","-1.61","50%","-3.79","46.8%","+2.92","0%","+0.04"
"703","2722","夏都","46","+0.5","+1.1%","2014","0%","0","0%","+0.01","0%","0","76.1%","+3.87","23.9%","-3.88","0%","0"
"704","5604","中連貨","37.6","0","0%","2015","0%","0","10.9%","+5.27","0.3%","-0.03","23.3%","+9.49","65.6%","-14.7","0%","0"
"705","6139","亞翔","21.7","0","0%","2014","0%","0","15.4%","-0.08","0%","-0.06","31.5%","+0.15","53%","-0.01","0%","0"
